entity_type,sku,category,warehouse,week,stockout_probability,risk_band,evidence
SKU-Warehouse,SKU-00016,Industrial Parts,Herrerafurt Distribution Center,2025-12-22,0.234,Low,"Demand increased 19% (375 -> 444 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00016,Industrial Parts,New Kellystad Distribution Center,2025-12-22,0.063,Low,Inventory coverage improved from 9.3 to 10.8 days of supply.
SKU-Warehouse,SKU-00016,Industrial Parts,New Jessica Distribution Center,2025-12-22,0.119,Low,"Demand decreased 54% (1322 -> 604 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 9.4 to 4.8 days of supply."
SKU-Warehouse,SKU-00016,Industrial Parts,South Noah Distribution Center,2025-12-22,0.184,Low,"Demand decreased 17% (430 -> 357 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.6 to 3.7 days of supply."
SKU-Warehouse,SKU-00016,Industrial Parts,Lake Mark Distribution Center,2025-12-22,0.186,Low,"Demand increased 56% (439 -> 686 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 15.1 to 11.3 days of supply."
SKU-Warehouse,SKU-00017,Packaged Foods,North Judithbury Distribution Center,2025-12-22,0.468,Medium,"Demand decreased 44% (800 -> 446 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00017,Packaged Foods,Robinsonshire Distribution Center,2025-12-22,0.509,High,"Demand increased 21% (261 -> 316 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.5 to 4.9 days of supply.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00017,Packaged Foods,Lisatown Distribution Center,2025-12-22,0.221,Low,"Demand increased 15% (412 -> 472 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.9 to 2.2 days of supply.; Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00017,Packaged Foods,Cassandraton Distribution Center,2025-12-22,0.314,Medium,"Demand decreased 22% (397 -> 309 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00017,Packaged Foods,Herrerafurt Distribution Center,2025-12-22,0.326,Medium,"Demand increased 119% (256 -> 561 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.0 to 6.5 days of supply."
SKU-Warehouse,SKU-00017,Packaged Foods,Lake Chad Distribution Center,2025-12-22,0.464,Medium,"Demand decreased 34% (453 -> 298 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.5 to 8.2 days of supply."
SKU-Warehouse,SKU-00017,Packaged Foods,Port Keith Distribution Center,2025-12-22,0.515,High,"Demand increased 31% (281 -> 368 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.5 to 5.5 days of supply.; Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00017,Packaged Foods,Port Jesseville Distribution Center,2025-12-22,0.18,Low,"Demand increased 49% (292 -> 436 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.5 to 8.6 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00017,Packaged Foods,Jacquelineland Distribution Center,2025-12-22,0.395,Medium,"Demand decreased 38% (482 -> 299 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 0.1 to 0.1 days of supply."
SKU-Warehouse,SKU-00017,Packaged Foods,South Noah Distribution Center,2025-12-22,0.3,Medium,"Demand decreased 98% (20601 -> 435 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.9 to 5.3 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00018,Apparel,East Jill Distribution Center,2025-12-22,0.114,Low,"Demand increased 44% (2921 -> 4216 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00018,Apparel,New Roberttown Distribution Center,2025-12-22,0.732,High,"Demand increased 31% (1581 -> 2064 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00018,Apparel,East Jessetown Distribution Center,2025-12-22,0.51,High,"Demand increased 39% (2112 -> 2936 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.1 to 0.6 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00018,Apparel,Lake Debra Distribution Center,2025-12-22,0.626,High,"Demand decreased 32% (2756 -> 1874 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00018,Apparel,Port Keith Distribution Center,2025-12-22,0.354,Medium,"Demand increased 49% (1131 -> 1682 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00018,Apparel,West Michael Distribution Center,2025-12-22,0.373,Medium,"Demand decreased 37% (4239 -> 2669 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 3.8 to 3.0 days of supply."
SKU-Warehouse,SKU-00018,Apparel,Jacquelineland Distribution Center,2025-12-22,0.263,Medium,Late deliveries for this product-warehouse rose from 2 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window.
SKU-Warehouse,SKU-00018,Apparel,South Noah Distribution Center,2025-12-22,0.56,High,"Demand increased 25% (3427 -> 4300 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 10 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 5 in the same comparison window."
SKU-Warehouse,SKU-00019,Apparel,East Jill Distribution Center,2025-12-22,0.228,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00019,Apparel,New Roberttown Distribution Center,2025-12-22,0.288,Medium,"Demand decreased 32% (421 -> 286 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 0.6 to 0.0 days of supply."
SKU-Warehouse,SKU-00019,Apparel,East Jessetown Distribution Center,2025-12-22,0.301,Medium,Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00019,Apparel,Lake Debra Distribution Center,2025-12-22,0.276,Medium,"Demand increased 48% (274 -> 406 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00019,Apparel,Robinsonshire Distribution Center,2025-12-22,0.236,Low,"Demand decreased 23% (512 -> 394 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.7 to 4.2 days of supply.; Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks."
SKU-Warehouse,SKU-00019,Apparel,Lake Roberto Distribution Center,2025-12-22,0.306,Medium,"Demand decreased 34% (509 -> 338 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.8 to 8.9 days of supply."
SKU-Warehouse,SKU-00019,Apparel,Port Jesseville Distribution Center,2025-12-22,0.124,Low,"Demand decreased 11% (458 -> 407 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.6 to 4.4 days of supply."
SKU-Warehouse,SKU-00019,Apparel,Ramirezstad Distribution Center,2025-12-22,0.241,Low,"Demand decreased 31% (536 -> 369 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00019,Apparel,Jacquelineland Distribution Center,2025-12-22,0.226,Low,"Demand increased 84% (384 -> 706 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.6 to 3.4 days of supply."
SKU-Warehouse,SKU-00020,Electronics,East Jill Distribution Center,2025-12-22,0.297,Medium,Stockout-flagged orders increased from 0 to 2 in the same comparison window.
SKU-Warehouse,SKU-00020,Electronics,Ericmouth Distribution Center,2025-12-22,0.592,High,"Demand decreased 13% (1297 -> 1124 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00020,Electronics,Herrerafurt Distribution Center,2025-12-22,0.594,High,"Demand decreased 21% (1486 -> 1174 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00020,Electronics,Port Keith Distribution Center,2025-12-22,0.251,Medium,"Demand decreased 21% (1072 -> 850 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00020,Electronics,Ramirezstad Distribution Center,2025-12-22,0.366,Medium,"Demand decreased 43% (1843 -> 1052 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.1 to 4.2 days of supply."
SKU-Warehouse,SKU-00020,Electronics,New Jessica Distribution Center,2025-12-22,0.333,Medium,Inventory coverage improved from 7.1 to 8.4 days of supply.; Late deliveries for this product-warehouse rose from 4 to 5 orders over the last 4 weeks.
SKU-Warehouse,SKU-00020,Electronics,South Noah Distribution Center,2025-12-22,0.324,Medium,"Demand increased 10% (1178 -> 1300 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00021,Apparel,Lake Debra Distribution Center,2025-12-22,0.219,Low,"Demand decreased 25% (472 -> 352 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00021,Apparel,Robinsonshire Distribution Center,2025-12-22,0.225,Low,"Demand increased 16% (635 -> 736 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 1.0 to 0.0 days of supply."
SKU-Warehouse,SKU-00021,Apparel,Lisatown Distribution Center,2025-12-22,0.291,Medium,"Demand increased 19% (566 -> 671 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 7.8 to 2.9 days of supply.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00021,Apparel,Lake Chad Distribution Center,2025-12-22,0.253,Medium,"Demand decreased 31% (761 -> 523 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 5.5 to 8.3 days of supply."
SKU-Warehouse,SKU-00021,Apparel,Port Keith Distribution Center,2025-12-22,0.228,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00022,Apparel,Lake Debra Distribution Center,2025-12-22,0.259,Medium,"Demand decreased 36% (848 -> 540 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00022,Apparel,Ericmouth Distribution Center,2025-12-22,0.674,High,"Demand decreased 28% (1442 -> 1034 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00022,Apparel,West Michael Distribution Center,2025-12-22,0.339,Medium,"Demand decreased 29% (1134 -> 800 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00022,Apparel,New Jessica Distribution Center,2025-12-22,0.384,Medium,"Demand increased 64% (783 -> 1286 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.2 to 4.7 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00022,Apparel,South Noah Distribution Center,2025-12-22,0.554,High,"Demand decreased 33% (1638 -> 1096 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00022,Apparel,Lake Mark Distribution Center,2025-12-22,0.742,High,Inventory coverage improved from 0.2 to 1.6 days of supply.
SKU-Warehouse,SKU-00023,Home & Kitchen,East Jill Distribution Center,2025-12-22,0.616,High,"Demand decreased 21% (2088 -> 1650 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.7 to 6.3 days of supply."
SKU-Warehouse,SKU-00023,Home & Kitchen,New Roberttown Distribution Center,2025-12-22,0.175,Low,"Demand decreased 26% (1046 -> 774 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.7 to 2.3 days of supply."
SKU-Warehouse,SKU-00023,Home & Kitchen,Lake Debra Distribution Center,2025-12-22,0.41,Medium,"Demand increased 67% (640 -> 1069 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.2 to 5.2 days of supply."
SKU-Warehouse,SKU-00023,Home & Kitchen,Ericmouth Distribution Center,2025-12-22,0.274,Medium,"Demand decreased 43% (1638 -> 933 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00023,Home & Kitchen,Lake Chad Distribution Center,2025-12-22,0.261,Medium,"Demand decreased 24% (1530 -> 1170 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00023,Home & Kitchen,Ramirezstad Distribution Center,2025-12-22,0.223,Low,"Demand increased 48% (982 -> 1458 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00023,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.555,High,Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00024,Personal Care,North Judithbury Distribution Center,2025-12-22,0.268,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00024,Personal Care,New Roberttown Distribution Center,2025-12-22,0.341,Medium,"Demand increased 33% (118 -> 157 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00024,Personal Care,East Jessetown Distribution Center,2025-12-22,0.287,Medium,Inventory coverage improved from 4.0 to 4.7 days of supply.
SKU-Warehouse,SKU-00024,Personal Care,Cassandraton Distribution Center,2025-12-22,0.403,Medium,"Demand decreased 56% (463 -> 205 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00024,Personal Care,Herrerafurt Distribution Center,2025-12-22,0.406,Medium,"Demand decreased 45% (401 -> 222 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00024,Personal Care,New Kellystad Distribution Center,2025-12-22,0.303,Medium,"Demand increased 26% (132 -> 166 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 8.4 to 10.6 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00024,Personal Care,Ramirezstad Distribution Center,2025-12-22,0.206,Low,"Demand decreased 35% (330 -> 214 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00025,Home & Kitchen,North Judithbury Distribution Center,2025-12-22,0.401,Medium,"Demand increased 36% (185 -> 251 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 4.6 to 3.4 days of supply."
SKU-Warehouse,SKU-00025,Home & Kitchen,East Jessetown Distribution Center,2025-12-22,0.3,Medium,"Demand decreased 22% (326 -> 254 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 0.4 to 0.0 days of supply."
SKU-Warehouse,SKU-00025,Home & Kitchen,Lake Debra Distribution Center,2025-12-22,0.122,Low,"Demand increased 35% (128 -> 172 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 9.8 to 10.9 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
